"","Plant","Flowers","Date","lon","lat","ele","Month","Year","julian"
"4224","Glossoloma oblongicalyx",1,2016-11-15,-78.58355,0.128419,2410,"November","2016",320
"4225","Glossoloma purpureum",1,2016-05-27,-78.63492,0.116513,1370,"May","2016",148
"4226","Besleria solanoides",8,2014-07-02,-78.59758,0.120893,1970,"July","2014",183
"4227","Columnea medicinalis",2,2014-09-11,-78.59371,0.128799,2130,"September","2014",254
"4228","Glossoloma purpureum",4,2015-01-02,-78.63518,0.118563,1370,"January","2015",2
"4229","Besleria solanoides",9,2014-11-20,-78.59365,0.128781,2130,"November","2014",324
"4230","Besleria solanoides",6,2014-07-02,-78.59751,0.121087,1970,"July","2014",183
"4231","Glossoloma oblongicalyx",1,2015-08-25,-78.59163,0.130079,2220,"August","2015",237
"4232","Besleria solanoides",4,2014-09-11,-78.5937,0.128823,2130,"September","2014",254
"4233","Besleria solanoides",128,2016-09-15,-78.59287,0.129228,2170,"September","2016",259
"4234","Gasteranthus quitensis",4,2015-10-20,-78.5956,0.114945,1780,"October","2015",293
"4235","Besleria solanoides",14,2016-10-18,-78.59436,0.127788,2130,"October","2016",292
"4236","Besleria solanoides",105,2014-11-06,-78.59355,0.129007,2140,"November","2014",310
"4237","Besleria solanoides",80,2014-11-06,-78.59355,0.129007,2140,"November","2014",310
"4238","Besleria solanoides",55,2014-11-06,-78.59355,0.129007,2140,"November","2014",310
"4239","Besleria solanoides",80,2014-11-06,-78.59355,0.129007,2140,"November","2014",310
"4240","Besleria solanoides",60,2014-11-06,-78.59355,0.129007,2140,"November","2014",310
"4241","Drymonia collegarum",4,2014-12-03,-78.59887,0.117166,1950,"December","2014",337
"4242","Besleria solanoides",18,2014-12-03,-78.59887,0.117166,1950,"December","2014",337
"4243","Gasteranthus quitensis",14,2016-12-14,-78.59342,0.115247,1750,"December","2016",349
"4244","Besleria solanoides",12,2016-05-10,-78.59378,0.128615,2130,"May","2016",131
"4245","Columnea picta",2,2014-06-07,-78.62928,0.106333,1630,"June","2014",158
"4246","Drymonia teuscheri",8,2014-07-23,-78.59095,0.130769,2260,"July","2014",204
"4247","Columnea picta",1,2014-09-27,-78.63241,0.113735,1380,"September","2014",270
"4248","Besleria solanoides",36,2014-11-20,-78.59368,0.12881,2130,"November","2014",324
"4249","Drymonia teuscheri",10,2014-02-11,-78.58571,0.129625,2350,"February","2014",42
"4250","Columnea mastersonii",1,2016-04-15,-78.63295,0.11451,1370,"April","2016",106
"4251","Glossoloma oblongicalyx",2,2015-08-25,-78.59153,0.130228,2220,"August","2015",237
"4252","Besleria solanoides",80,2014-09-11,-78.59356,0.128934,2140,"September","2014",254
"4253","Besleria solanoides",60,2014-09-11,-78.59356,0.128934,2140,"September","2014",254
"4254","Besleria solanoides",75,2014-09-11,-78.59356,0.128934,2140,"September","2014",254
"4255","Columnea mastersonii",3,2015-09-27,-78.62903,0.104327,1680,"September","2015",270
"4256","Glossoloma oblongicalyx",1,2016-09-15,-78.59289,0.129202,2170,"September","2016",259
"4257","Besleria solanoides",16,2016-09-15,-78.59289,0.129202,2170,"September","2016",259
"4258","Besleria solanoides",20,2014-11-20,-78.59364,0.128862,2130,"November","2014",324
"4259","Gasteranthus lateralis",9,2016-11-15,-78.5833,0.128487,2420,"November","2016",320
"4260","Glossoloma purpureum",1,2016-04-15,-78.63286,0.114406,1370,"April","2016",106
"4261","Glossoloma purpureum",2,2016-05-27,-78.63458,0.11613,1380,"May","2016",148
"4262","Columnea picta",1,2016-05-27,-78.63458,0.11613,1380,"May","2016",148
"4263","Columnea strigosa",4,2015-07-14,-78.59086,0.130922,2270,"July","2015",195
"4264","Besleria solanoides",100,2014-09-11,-78.59345,0.129034,2140,"September","2014",254
"4265","Columnea mastersonii",2,2015-09-27,-78.62906,0.104272,1680,"September","2015",270
"4266","Besleria solanoides",64,2016-09-15,-78.59289,0.129183,2170,"September","2016",259
"4267","Besleria solanoides",10,2014-10-22,-78.59769,0.120331,1950,"October","2014",295
"4268","Gasteranthus lateralis",1,2016-11-15,-78.58317,0.128508,2420,"November","2016",320
"4269","Glossoloma oblongicalyx",1,2016-11-15,-78.58317,0.128508,2420,"November","2016",320
"4270","Columnea picta",6,2014-04-06,-78.6327,0.119619,1350,"April","2014",96
"4271","Gasteranthus quitensis",1,2016-04-15,-78.63238,0.11363,1370,"April","2016",106
"4272","Glossoloma oblongicalyx",3,2015-08-25,-78.59141,0.130245,2240,"August","2015",237
"4273","Besleria solanoides",30,2014-09-11,-78.59343,0.129058,2140,"September","2014",254
"4274","Besleria solanoides",175,2016-09-15,-78.59285,0.12914,2180,"September","2016",259
"4275","Besleria solanoides",51,2016-09-15,-78.59285,0.12914,2180,"September","2016",259
"4276","Columnea ciliata",1,2015-01-02,-78.63537,0.117909,1360,"January","2015",2
"4277","Besleria solanoides",40,2014-10-22,-78.59768,0.120391,1950,"October","2014",295
"4278","Besleria solanoides",36,2014-11-20,-78.59357,0.128983,2140,"November","2014",324
"4279","Besleria solanoides",50,2014-11-20,-78.59357,0.128983,2140,"November","2014",324
"4280","Besleria solanoides",50,2014-11-20,-78.59357,0.128983,2140,"November","2014",324
"4281","Besleria solanoides",45,2014-11-20,-78.59357,0.128983,2140,"November","2014",324
"4282","Gasteranthus lateralis",6,2016-11-15,-78.58311,0.128492,2420,"November","2016",320
"4283","Drymonia teuscheri",3,2014-02-11,-78.58555,0.129359,2360,"February","2014",42
"4284","Columnea mastersonii",4,2016-04-15,-78.63238,0.113558,1370,"April","2016",106
"4285","Kohleria affinis",2,2014-05-22,-78.59667,0.122412,2000,"May","2014",142
"4286","Columnea picta",3,2016-05-27,-78.63441,0.11593,1370,"May","2016",148
"4287","Glossoloma oblongicalyx",1,2015-08-25,-78.5913,0.130171,2250,"August","2015",237
"4288","Besleria solanoides",15,2014-09-11,-78.59338,0.129078,2140,"September","2014",254
"4289","Columnea mastersonii",1,2015-09-27,-78.62905,0.104108,1680,"September","2015",270
"4290","Columnea mastersonii",1,2015-09-27,-78.62905,0.104108,1680,"September","2015",270
"4291","Besleria solanoides",27,2014-10-22,-78.59762,0.120523,1950,"October","2014",295
"4292","Columnea ciliata",2,2014-04-06,-78.63375,0.11916,1360,"April","2014",96
"4293","Columnea picta",1,2016-05-27,-78.63397,0.115517,1370,"May","2016",148
"4294","Columnea picta",1,2016-05-27,-78.63397,0.115517,1370,"May","2016",148
"4295","Columnea mastersonii",2,2015-09-27,-78.62904,0.103899,1690,"September","2015",270
"4296","Gasteranthus quitensis",1,2014-10-22,-78.59764,0.120624,1950,"October","2014",295
"4297","Besleria solanoides",70,2014-11-20,-78.59341,0.129057,2140,"November","2014",324
"4298","Glossoloma oblongicalyx",2,2016-11-15,-78.58272,0.128477,2430,"November","2016",320
"4299","Drymonia teuscheri",8,2014-02-11,-78.58526,0.128907,2370,"February","2014",42
"4300","Columnea ciliata",2,2014-04-06,-78.63385,0.119117,1360,"April","2014",96
"4301","Columnea mastersonii",4,2016-05-27,-78.63382,0.115359,1370,"May","2016",148
"4302","Columnea medicinalis",2,2015-08-25,-78.59116,0.130114,2250,"August","2015",237
"4303","Glossoloma oblongicalyx",2,2016-09-15,-78.59262,0.12924,2190,"September","2016",259
"4304","Besleria solanoides",200,2014-11-20,-78.59335,0.129098,2140,"November","2014",324
"4305","Drymonia teuscheri",6,2014-02-11,-78.58526,0.128842,2380,"February","2014",42
"4306","Gasteranthus quitensis",1,2014-04-06,-78.6339,0.119104,1370,"April","2014",96
"4307","Glossoloma oblongicalyx",2,2015-07-14,-78.58634,0.130165,2310,"July","2015",195
"4308","Glossoloma oblongicalyx",1,2015-08-25,-78.59114,0.130182,2250,"August","2015",237
"4309","Besleria solanoides",30,2014-09-11,-78.59325,0.129071,2140,"September","2014",254
"4310","Besleria solanoides",69,2016-09-15,-78.59258,0.129249,2190,"September","2016",259
"4311","Besleria solanoides",36,2016-09-15,-78.59258,0.129249,2190,"September","2016",259
"4312","Columnea ciliata",2,2014-04-06,-78.63407,0.119087,1370,"April","2014",96
"4313","Columnea mastersonii",1,2014-04-06,-78.63407,0.119087,1370,"April","2014",96
"4314","Gasteranthus quitensis",2,2014-04-06,-78.63407,0.119087,1370,"April","2014",96
"4315","Gasteranthus quitensis",1,2016-04-15,-78.62893,0.107927,1560,"April","2016",106
"4316","Glossoloma oblongicalyx",2,2016-09-15,-78.59246,0.129347,2200,"September","2016",259
"4317","Besleria solanoides",12,2015-10-06,-78.5932,0.115193,1750,"October","2015",279
"4318","Columnea ciliata",1,2014-04-06,-78.63442,0.119106,1390,"April","2014",96
"4319","Besleria solanoides",9,2015-04-09,-78.59285,0.129161,2170,"April","2015",99
"4320","Glossoloma oblongicalyx",1,2015-07-14,-78.58629,0.130113,2310,"July","2015",195
"4321","Glossoloma oblongicalyx",1,2014-09-11,-78.59315,0.1291,2150,"September","2014",254
"4322","Besleria solanoides",24,2014-10-22,-78.59762,0.120853,1960,"October","2014",295
"4323","Besleria solanoides",20,2014-11-20,-78.59331,0.129157,2140,"November","2014",324
"4324","Besleria solanoides",30,2014-11-20,-78.59331,0.129157,2140,"November","2014",324
"4325","Drymonia teuscheri",1,2016-11-15,-78.58237,0.128397,2440,"November","2016",320
"4326","Columnea ciliata",2,2014-04-06,-78.63494,0.118908,1380,"April","2014",96
"4327","Glossoloma oblongicalyx",1,2015-07-14,-78.58616,0.129937,2320,"July","2015",195
"4328","Glossoloma oblongicalyx",1,2016-09-15,-78.59229,0.129387,2200,"September","2016",259
"4329","Gasteranthus quitensis",3,2015-10-20,-78.59571,0.11506,1780,"October","2015",293
"4330","Besleria solanoides",20,2015-10-20,-78.59571,0.11506,1780,"October","2015",293
"4331","Besleria solanoides",9,2016-10-18,-78.59437,0.127864,2130,"October","2016",292
"4332","Besleria solanoides",100,2014-11-06,-78.59338,0.129064,2150,"November","2014",310
"4333","Besleria solanoides",2,2014-12-03,-78.59882,0.117276,1950,"December","2014",337
"4334","Gasteranthus quitensis",2,2016-12-14,-78.59352,0.115174,1750,"December","2016",349
"4335","Glossoloma oblongicalyx",2,2015-07-30,-78.58636,0.13012,2320,"July","2015",211
"4336","Besleria solanoides",16,2016-09-05,-78.59437,0.127668,2130,"September","2016",249
"4337","Besleria solanoides",75,2016-09-05,-78.59437,0.127668,2130,"September","2016",249
"4338","Besleria solanoides",45,2014-10-22,-78.59762,0.120945,1960,"October","2014",295
"4339","Besleria solanoides",100,2014-10-22,-78.59762,0.120945,1960,"October","2014",295
"4340","Besleria solanoides",65,2014-10-22,-78.59762,0.120945,1960,"October","2014",295
"4341","Drymonia teuscheri",1,2016-11-15,-78.58235,0.128396,2440,"November","2016",320
"4342","Drymonia tenuis",4,2015-02-22,-78.63367,0.119156,1350,"February","2015",53
"4343","Columnea ciliata",1,2014-04-06,-78.63518,0.118574,1370,"April","2014",96
"4344","Drymonia teuscheri",6,2015-04-09,-78.59271,0.12912,2170,"April","2015",99
"4345","Columnea picta",1,2015-06-05,-78.63409,0.119138,1360,"June","2015",156
"4346","Kohleria affinis",1,2014-07-02,-78.59677,0.122304,2000,"July","2014",183
"4347","Besleria solanoides",40,2014-09-11,-78.59308,0.129126,2160,"September","2014",254
"4348","Columnea mastersonii",15,2015-01-02,-78.63524,0.117084,1360,"January","2015",2
"4349","Columnea medicinalis",1,2014-11-20,-78.59316,0.129081,2150,"November","2014",324
"4350","Kohleria affinis",4,2014-07-02,-78.59667,0.122478,2000,"July","2014",183
"4351","Glossoloma oblongicalyx",1,2015-08-25,-78.59105,0.130634,2260,"August","2015",237
"4352","Besleria solanoides",90,2014-10-22,-78.59757,0.121091,1970,"October","2014",295
"4353","Besleria solanoides",120,2014-10-22,-78.59757,0.121091,1970,"October","2014",295
"4354","Besleria solanoides",45,2014-10-22,-78.59757,0.121091,1970,"October","2014",295
"4355","Columnea ciliata",2,2015-02-22,-78.63376,0.119116,1360,"February","2015",53
"4356","Columnea picta",1,2016-05-27,-78.63341,0.11498,1370,"May","2016",148
"4357","Columnea medicinalis",2,2014-07-02,-78.59666,0.122534,2000,"July","2014",183
"4358","Glossoloma oblongicalyx",2,2015-07-14,-78.58612,0.129932,2330,"July","2015",195
"4359","Glossoloma oblongicalyx",2,2016-09-15,-78.59205,0.129549,2210,"September","2016",259
"4360","Besleria solanoides",15,2014-10-22,-78.59751,0.121129,1970,"October","2014",295
"4361","Besleria solanoides",68,2014-11-20,-78.59311,0.129128,2160,"November","2014",324
"4362","Columnea ciliata",2,2015-02-22,-78.63384,0.119098,1360,"February","2015",53
"4363","Glossoloma oblongicalyx",1,2015-04-09,-78.59219,0.129464,2210,"April","2015",99
"4364","Columnea kucyniakii",1,2016-04-15,-78.62878,0.107751,1560,"April","2016",106
"4365","Columnea medicinalis",1,2014-07-02,-78.59661,0.122699,2010,"July","2014",183
"4366","Glossoloma oblongicalyx",1,2015-08-25,-78.59097,0.130735,2260,"August","2015",237
"4367","Besleria solanoides",15,2016-08-23,-78.59899,0.116846,1950,"August","2016",236
"4368","Besleria solanoides",12,2014-09-11,-78.59298,0.129249,2170,"September","2014",254
"4369","Besleria solanoides",40,2014-09-11,-78.59298,0.129249,2170,"September","2014",254
"4370","Besleria solanoides",100,2014-09-11,-78.59298,0.129249,2170,"September","2014",254
"4371","Drymonia teuscheri",4,2014-09-11,-78.59298,0.129249,2170,"September","2014",254
"4372","Besleria solanoides",45,2014-10-22,-78.59753,0.121125,1970,"October","2014",295
"4373","Besleria solanoides",100,2014-10-22,-78.59753,0.121125,1970,"October","2014",295
"4374","Besleria solanoides",30,2014-10-22,-78.59753,0.121125,1970,"October","2014",295
"4375","Glossoloma oblongicalyx",1,2016-11-15,-78.58209,0.128505,2450,"November","2016",320
"4376","Glossoloma oblongicalyx",1,2014-02-11,-78.58193,0.128589,2460,"February","2014",42
"4377","Columnea ciliata",1,2015-02-22,-78.63391,0.119118,1360,"February","2015",53
"4378","Columnea ciliata",4,2014-04-06,-78.63535,0.117745,1370,"April","2014",96
"4379","Columnea ciliata",2,2014-04-06,-78.63535,0.117745,1370,"April","2014",96
"4380","Glossoloma oblongicalyx",1,2016-09-15,-78.59187,0.129721,2220,"September","2016",259
"4381","Besleria solanoides",126,2014-11-20,-78.59297,0.129214,2170,"November","2014",324
"4382","Drymonia teuscheri",2,2016-11-15,-78.58204,0.128593,2450,"November","2016",320
"4383","Glossoloma oblongicalyx",3,2016-11-15,-78.58204,0.128593,2450,"November","2016",320
"4384","Columnea ciliata",1,2014-04-06,-78.63529,0.117618,1370,"April","2014",96
"4385","Gasteranthus quitensis",1,2016-04-15,-78.6287,0.107601,1560,"April","2016",106
"4386","Columnea medicinalis",3,2014-07-02,-78.59658,0.122799,2010,"July","2014",183
"4387","Besleria solanoides",120,2014-09-11,-78.59288,0.12918,2170,"September","2014",254
"4388","Glossoloma oblongicalyx",2,2016-09-15,-78.59187,0.129743,2220,"September","2016",259
"4389","Glossoloma oblongicalyx",2,2016-09-15,-78.59187,0.129743,2220,"September","2016",259
"4390","Columnea ciliata",16,2015-01-02,-78.63511,0.116781,1370,"January","2015",2
"4391","Besleria solanoides",60,2014-10-22,-78.59748,0.121281,1980,"October","2014",295
"4392","Besleria solanoides",14,2014-10-22,-78.59748,0.121281,1980,"October","2014",295
"4393","Besleria solanoides",90,2014-11-20,-78.59295,0.129214,2170,"November","2014",324
"4394","Glossoloma oblongicalyx",2,2016-11-15,-78.58201,0.128548,2450,"November","2016",320
"4395","Columnea ciliata",6,2014-04-06,-78.63523,0.117264,1370,"April","2014",96
"4396","Columnea ciliata",1,2016-05-27,-78.63303,0.114599,1380,"May","2016",148
"4397","Glossoloma oblongicalyx",2,2015-08-25,-78.59084,0.130901,2260,"August","2015",237
"4398","Glossoloma oblongicalyx",3,2015-08-25,-78.59084,0.130901,2260,"August","2015",237
"4399","Besleria solanoides",60,2014-10-22,-78.59743,0.121369,1980,"October","2014",295
"4400","Gasteranthus quitensis",4,2015-10-06,-78.5934,0.115352,1760,"October","2015",279
"4401","Besleria solanoides",32,2014-11-20,-78.59282,0.12917,2170,"November","2014",324
"4402","Besleria solanoides",140,2014-11-20,-78.59282,0.12917,2170,"November","2014",324
"4403","Glossoloma oblongicalyx",3,2016-11-15,-78.58199,0.128559,2450,"November","2016",320
"4404","Columnea mastersonii",2,2014-04-06,-78.63524,0.117119,1360,"April","2014",96
"4405","Drymonia teuscheri",5,2015-04-09,-78.59184,0.12976,2220,"April","2015",99
"4406","Columnea ciliata",2,2014-05-29,-78.63532,0.1175,1370,"May","2014",149
"4407","Besleria solanoides",2,2014-07-02,-78.59647,0.122692,2010,"July","2014",183
"4408","Drymonia teuscheri",9,2014-09-11,-78.59273,0.129171,2180,"September","2014",254
"4409","Columnea picta",1,2015-01-02,-78.63501,0.116678,1370,"January","2015",2
"4410","Besleria solanoides",150,2014-10-22,-78.5974,0.121394,1980,"October","2014",295
"4411","Gasteranthus quitensis",6,2015-10-06,-78.59339,0.115339,1760,"October","2015",279
"4412","Gasteranthus lateralis",2,2014-11-20,-78.59276,0.12917,2180,"November","2014",324
"4413","Columnea ciliata",1,2014-04-06,-78.63513,0.116891,1360,"April","2014",96
"4414","Columnea picta",3,2014-05-29,-78.6353,0.11744,1370,"May","2014",149
"4415","Columnea ciliata",1,2016-05-27,-78.63291,0.114492,1380,"May","2016",148
"4416","Glossoloma oblongicalyx",1,2015-08-25,-78.59082,0.130949,2270,"August","2015",237
"4417","Besleria solanoides",48,2014-10-22,-78.59736,0.121423,1980,"October","2014",295
"4418","Besleria solanoides",25,2014-10-22,-78.59736,0.121423,1980,"October","2014",295
"4419","Besleria solanoides",25,2015-10-06,-78.5935,0.115329,1760,"October","2015",279
"4420","Columnea ciliata",3,2015-02-22,-78.6346,0.119084,1360,"February","2015",53
"4421","Glossoloma purpureum",2,2014-04-06,-78.63482,0.116378,1360,"April","2014",96
"4422","Gasteranthus quitensis",1,2016-04-15,-78.62919,0.107399,1580,"April","2016",106
"4423","Glossoloma oblongicalyx",2,2015-07-14,-78.58569,0.129543,2350,"July","2015",195
"4424","Glossoloma oblongicalyx",4,2015-08-25,-78.59081,0.130965,2270,"August","2015",237
"4425","Columnea medicinalis",1,2016-08-23,-78.59871,0.117814,1940,"August","2016",236
"4426","Drymonia teuscheri",1,2014-09-11,-78.5927,0.129231,2190,"September","2014",254
"4427","Gasteranthus quitensis",30,2015-10-20,-78.59577,0.115064,1780,"October","2015",293
"4428","Besleria solanoides",15,2016-10-18,-78.59433,0.12792,2130,"October","2016",292
"4429","Besleria solanoides",125,2014-11-06,-78.59339,0.12909,2150,"November","2014",310
"4430","Besleria solanoides",12,2014-12-03,-78.59881,0.117336,1940,"December","2014",337
